,Action,Phase,DateCreated,UserId,ActionEnd,Duration,sessionId,ActionShort,REG_TYPE,LA,SELF0_PEER1
1569,View assessment discussion on own work,PHASE #1 ALIGN,29:38.2,57012b6c-5b97-4217-9d49-9644bf190ef8,29:46.6,8,178,1.4 VEW_DISCUSSION,SSRL,0,S
1570,View assessment discussion on own work,PHASE #1 ALIGN,29:46.6,57012b6c-5b97-4217-9d49-9644bf190ef8,29:51.9,5,178,1.4 VEW_DISCUSSION,SSRL,0,S
1571,Compare scores for own work,PHASE #1 ALIGN,29:51.9,57012b6c-5b97-4217-9d49-9644bf190ef8,30:00.0,8,178,1.3 COMPARE_SCORES,SSRL,1,S
1572,View assessment discussion on own work,PHASE #1 ALIGN,30:00.0,57012b6c-5b97-4217-9d49-9644bf190ef8,30:05.1,5,178,1.4 VEW_DISCUSSION,SSRL,0,S
1573,View assessment discussion on own work,PHASE #1 ALIGN,30:05.1,57012b6c-5b97-4217-9d49-9644bf190ef8,30:12.0,6,178,1.4 VEW_DISCUSSION,SSRL,0,S
1574,View assessment discussion on own work,PHASE #1 ALIGN,30:12.0,57012b6c-5b97-4217-9d49-9644bf190ef8,30:21.0,8,178,1.4 VEW_DISCUSSION,SSRL,0,S
1575,Compare scores for own work,PHASE #1 ALIGN,30:21.0,57012b6c-5b97-4217-9d49-9644bf190ef8,30:37.6,16,178,1.3 COMPARE_SCORES,SSRL,1,S
1576,Visit Assess own work page,PHASE #1 ALIGN,30:58.2,57012b6c-5b97-4217-9d49-9644bf190ef8,31:04.5,6,178,1.1 VISIT_SELF_ASSESS,SSRL,0,S
1577,Visit Assess peer work page,PHASE #1 ALIGN,31:10.7,57012b6c-5b97-4217-9d49-9644bf190ef8,31:16.9,6,178,RWER1,SSRL,0,P
1578,Compare scores for peers' work,PHASE #1 ALIGN,31:16.9,57012b6c-5b97-4217-9d49-9644bf190ef8,31:23.2,6,178,RWER3,SSRL,1,P
1579,Compare scores for peers' work,PHASE #1 ALIGN,31:23.2,57012b6c-5b97-4217-9d49-9644bf190ef8,31:39.0,15,178,RWER3,SSRL,1,P
1580,Compare scores for peers' work,PHASE #1 ALIGN,31:39.0,57012b6c-5b97-4217-9d49-9644bf190ef8,31:43.5,4,178,RWER3,SSRL,1,P
1581,View assessment discussion on peers' work,PHASE #1 ALIGN,31:43.5,57012b6c-5b97-4217-9d49-9644bf190ef8,31:46.4,2,178,RWER4,SSRL,0,P
1582,View assessment discussion on peers' work,PHASE #1 ALIGN,31:46.4,57012b6c-5b97-4217-9d49-9644bf190ef8,31:48.7,2,178,RWER4,SSRL,0,P
1583,View assessment discussion on peers' work,PHASE #1 ALIGN,31:48.7,57012b6c-5b97-4217-9d49-9644bf190ef8,31:52.0,3,178,RWER4,SSRL,0,P
1584,Compare scores for peers' work,PHASE #1 ALIGN,31:52.0,57012b6c-5b97-4217-9d49-9644bf190ef8,32:20.1,28,178,RWER3,SSRL,1,P
1585,Visit Assess peer work page,PHASE #1 ALIGN,32:23.3,57012b6c-5b97-4217-9d49-9644bf190ef8,32:26.1,2,178,RWER1,SSRL,0,P
1586,Visit Provide feedback page,PHASE #2 DISCUSS,32:33.1,57012b6c-5b97-4217-9d49-9644bf190ef8,32:38.1,4,178,RWER8,Co-RL,0,P
1587,Click to view peers' actions on Provide Feedback page,PHASE #2 DISCUSS,32:38.1,57012b6c-5b97-4217-9d49-9644bf190ef8,32:47.0,8,178,RWER12,Co-RL,0,P
1588,View peer action comments in phase 2,PHASE #2 DISCUSS,32:47.0,57012b6c-5b97-4217-9d49-9644bf190ef8,35:29.5,162,178,RWER13,Co-RL,0,P
1589,Discuss peer actions during feedback discussion,PHASE #2 DISCUSS,35:29.5,57012b6c-5b97-4217-9d49-9644bf190ef8,35:36.5,7,178,RWER14,Co-RL,0,P
1590,View peer action comments in phase 2,PHASE #2 DISCUSS,35:36.5,57012b6c-5b97-4217-9d49-9644bf190ef8,38:06.0,149,178,RWER13,Co-RL,0,P
1591,Discuss peer actions during feedback discussion,PHASE #2 DISCUSS,38:06.0,57012b6c-5b97-4217-9d49-9644bf190ef8,38:09.4,3,178,RWER14,Co-RL,0,P
1592,View peer action comments in phase 2,PHASE #2 DISCUSS,38:09.4,57012b6c-5b97-4217-9d49-9644bf190ef8,39:22.3,72,178,RWER13,Co-RL,0,P
1593,View peer action comments in phase 2,PHASE #2 DISCUSS,39:22.3,57012b6c-5b97-4217-9d49-9644bf190ef8,39:26.0,3,178,RWER13,Co-RL,0,P
1594,View peer action comments in phase 2,PHASE #2 DISCUSS,39:26.0,57012b6c-5b97-4217-9d49-9644bf190ef8,39:33.0,6,178,RWER13,Co-RL,0,P
1595,Click to view peers' actions on Provide Feedback page,PHASE #2 DISCUSS,39:33.0,57012b6c-5b97-4217-9d49-9644bf190ef8,39:37.6,4,178,RWER12,Co-RL,0,P
1596,View peer action comments in phase 2,PHASE #2 DISCUSS,39:37.6,57012b6c-5b97-4217-9d49-9644bf190ef8,39:44.0,6,178,RWER13,Co-RL,0,P
1597,View peer action comments in phase 2,PHASE #2 DISCUSS,39:44.0,57012b6c-5b97-4217-9d49-9644bf190ef8,39:47.0,3,178,RWER13,Co-RL,0,P
1598,View peer action comments in phase 2,PHASE #2 DISCUSS,39:47.0,57012b6c-5b97-4217-9d49-9644bf190ef8,39:51.7,4,178,RWER13,Co-RL,0,P
1599,View peer action comments in phase 2,PHASE #2 DISCUSS,40:05.9,57012b6c-5b97-4217-9d49-9644bf190ef8,40:10.2,4,178,RWER13,Co-RL,0,P
1600,View peer action comments in phase 2,PHASE #2 DISCUSS,40:13.3,57012b6c-5b97-4217-9d49-9644bf190ef8,40:18.6,5,178,RWER13,Co-RL,0,P
1601,Click to view quick notes on Provide feedback page,PHASE #2 DISCUSS,40:32.6,57012b6c-5b97-4217-9d49-9644bf190ef8,41:32.3,59,178,RWER10,SSRL,1,P
1602,Visit Provide feedback page,PHASE #2 DISCUSS,41:34.4,57012b6c-5b97-4217-9d49-9644bf190ef8,46:54.4,320,178,RWER8,Co-RL,0,P
1603,Post reply to feedback,PHASE #2 DISCUSS,46:54.4,57012b6c-5b97-4217-9d49-9644bf190ef8,51:14.9,260,178,2.2 POST_REPLY,Co-RL,0,S
1604,Post reply to feedback,PHASE #2 DISCUSS,51:14.9,57012b6c-5b97-4217-9d49-9644bf190ef8,54:23.7,188,178,2.2 POST_REPLY,Co-RL,0,S
1605,Visit Provide feedback page,PHASE #2 DISCUSS,54:23.7,57012b6c-5b97-4217-9d49-9644bf190ef8,54:28.4,4,178,RWER8,Co-RL,0,P
1606,Click to view peers' actions on Provide Feedback page,PHASE #2 DISCUSS,54:28.4,57012b6c-5b97-4217-9d49-9644bf190ef8,56:47.2,138,178,RWER12,Co-RL,0,P
1607,Visit Assess peer work page,PHASE #1 ALIGN,57:22.2,57012b6c-5b97-4217-9d49-9644bf190ef8,58:20.9,58,178,RWER1,SSRL,0,P
1608,Visit Assess own work page,PHASE #1 ALIGN,58:23.1,57012b6c-5b97-4217-9d49-9644bf190ef8,58:43.7,20,178,1.1 VISIT_SELF_ASSESS,SSRL,0,S
1609,Compare scores for own work,PHASE #1 ALIGN,58:43.7,57012b6c-5b97-4217-9d49-9644bf190ef8,59:06.6,22,178,1.3 COMPARE_SCORES,SSRL,1,S
1610,Visit Check the feedback page,PHASE #2 DISCUSS,59:13.2,57012b6c-5b97-4217-9d49-9644bf190ef8,07:44.0,510,178,2.1 VISIT_FEEDBACK,SRL,0,S
1611,Visit Assess own work page,PHASE #1 ALIGN,07:47.6,57012b6c-5b97-4217-9d49-9644bf190ef8,08:00.3,12,178,1.1 VISIT_SELF_ASSESS,SSRL,0,S
1612,Compare scores for own work,PHASE #1 ALIGN,08:00.3,57012b6c-5b97-4217-9d49-9644bf190ef8,08:03.9,3,178,1.3 COMPARE_SCORES,SSRL,1,S
1613,View assessment discussion on own work,PHASE #1 ALIGN,08:03.9,57012b6c-5b97-4217-9d49-9644bf190ef8,14:40.0,396,178,1.4 VEW_DISCUSSION,SSRL,0,S
1614,Discuss assessment scores for OWN work,PHASE #1 ALIGN,14:40.0,57012b6c-5b97-4217-9d49-9644bf190ef8,12:23.4,35863,178,1.5 POST COMMENT,SSRL,0,S
1615,Visit Assess own work page,PHASE #1 ALIGN,12:41.8,57012b6c-5b97-4217-9d49-9644bf190ef8,12:48.7,6,179,1.1 VISIT_SELF_ASSESS,SSRL,0,S
1616,Compare scores for own work,PHASE #1 ALIGN,12:48.7,57012b6c-5b97-4217-9d49-9644bf190ef8,12:52.6,3,179,1.3 COMPARE_SCORES,SSRL,1,S
1617,Visit Check the feedback page,PHASE #2 DISCUSS,13:00.6,57012b6c-5b97-4217-9d49-9644bf190ef8,15:50.7,170,179,2.1 VISIT_FEEDBACK,SRL,0,S
1618,Visit Revise the work page,PHASE #3 ACT,16:01.9,57012b6c-5b97-4217-9d49-9644bf190ef8,16:14.8,12,179,3.1 VISIT_REVISION,SRL,0,S
1619,Click to view planned actions on Revise the work page,PHASE #3 ACT,16:14.8,57012b6c-5b97-4217-9d49-9644bf190ef8,16:38.7,23,179,3.2 VIEW_ACTIONS,SRL,1,S
1620,Visit Provide feedback page,PHASE #2 DISCUSS,17:48.5,57012b6c-5b97-4217-9d49-9644bf190ef8,17:59.7,11,179,RWER8,Co-RL,0,P
1621,Visit Guide peer page,PHASE #3 ACT,18:01.4,57012b6c-5b97-4217-9d49-9644bf190ef8,18:34.9,33,179,RWER15,Co-RL,1,P
1622,View peer action comments in phase 3,PHASE #3 ACT,18:34.9,57012b6c-5b97-4217-9d49-9644bf190ef8,18:37.9,3,179,RWER16,Co-RL,0,P
1623,View peer action comments in phase 3,PHASE #3 ACT,18:37.9,57012b6c-5b97-4217-9d49-9644bf190ef8,18:39.9,1,179,RWER16,Co-RL,0,P
1624,View peer action comments in phase 3,PHASE #3 ACT,18:39.9,57012b6c-5b97-4217-9d49-9644bf190ef8,18:41.4,1,179,RWER16,Co-RL,0,P
1625,View peer action comments in phase 3,PHASE #3 ACT,18:41.4,57012b6c-5b97-4217-9d49-9644bf190ef8,18:42.9,1,179,RWER16,Co-RL,0,P
1626,View peer action comments in phase 3,PHASE #3 ACT,18:42.9,57012b6c-5b97-4217-9d49-9644bf190ef8,30:37.4,58314,179,RWER16,Co-RL,0,P
1627,Visit Check the feedback page,PHASE #2 DISCUSS,31:22.9,57012b6c-5b97-4217-9d49-9644bf190ef8,32:07.3,44,180,2.1 VISIT_FEEDBACK,SRL,0,S
1628,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,32:07.3,57012b6c-5b97-4217-9d49-9644bf190ef8,32:12.9,5,180,2.4 VIEW_OWN_ACTIONS,SRL,0,S
1629,Visit Revise the work page,PHASE #3 ACT,32:18.9,57012b6c-5b97-4217-9d49-9644bf190ef8,32:36.9,17,180,3.1 VISIT_REVISION,SRL,0,S
1630,Visit Provide feedback page,PHASE #2 DISCUSS,32:39.9,57012b6c-5b97-4217-9d49-9644bf190ef8,32:44.0,4,180,RWER8,Co-RL,0,P
1631,Visit Assess peer work page,PHASE #1 ALIGN,32:46.0,57012b6c-5b97-4217-9d49-9644bf190ef8,33:13.1,27,180,RWER1,SSRL,0,P
1632,Compare scores for peers' work,PHASE #1 ALIGN,33:13.1,57012b6c-5b97-4217-9d49-9644bf190ef8,33:19.0,5,180,RWER3,SSRL,1,P
1633,View assessment discussion on peers' work,PHASE #1 ALIGN,33:19.0,57012b6c-5b97-4217-9d49-9644bf190ef8,33:20.9,1,180,RWER4,SSRL,0,P
1634,View assessment discussion on peers' work,PHASE #1 ALIGN,33:20.9,57012b6c-5b97-4217-9d49-9644bf190ef8,33:22.2,1,180,RWER4,SSRL,0,P
1635,View assessment discussion on peers' work,PHASE #1 ALIGN,33:22.2,57012b6c-5b97-4217-9d49-9644bf190ef8,33:55.6,33,180,RWER4,SSRL,0,P
1636,Visit Guide peer page,PHASE #3 ACT,33:59.3,57012b6c-5b97-4217-9d49-9644bf190ef8,46:17.9,144738,180,RWER15,Co-RL,1,P
1637,Visit Check the feedback page,PHASE #2 DISCUSS,46:25.4,57012b6c-5b97-4217-9d49-9644bf190ef8,46:36.9,11,181,2.1 VISIT_FEEDBACK,SRL,0,S
1638,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,46:36.9,57012b6c-5b97-4217-9d49-9644bf190ef8,46:39.1,2,181,2.4 VIEW_OWN_ACTIONS,SRL,0,S
1639,View own action comments in phase 2,PHASE #2 DISCUSS,46:39.1,57012b6c-5b97-4217-9d49-9644bf190ef8,46:43.6,4,181,2.6 VIEW_DISCUSSION,Co-RL,0,S
1640,View peer action comments in phase 2,PHASE #2 DISCUSS,46:43.6,57012b6c-5b97-4217-9d49-9644bf190ef8,47:15.8,32,181,RWER13,Co-RL,0,P
1641,Visit Revise the work page,PHASE #3 ACT,47:18.7,57012b6c-5b97-4217-9d49-9644bf190ef8,47:24.5,5,181,3.1 VISIT_REVISION,SRL,0,S
1642,Click to view planned actions on Revise the work page,PHASE #3 ACT,47:24.5,57012b6c-5b97-4217-9d49-9644bf190ef8,24:57.9,95853,181,3.2 VIEW_ACTIONS,SRL,1,S
1643,Visit Revise the work page,PHASE #3 ACT,25:01.0,57012b6c-5b97-4217-9d49-9644bf190ef8,25:07.4,6,182,3.1 VISIT_REVISION,SRL,0,S
1644,Click to view planned actions on Revise the work page,PHASE #3 ACT,25:07.4,57012b6c-5b97-4217-9d49-9644bf190ef8,25:26.5,19,182,3.2 VIEW_ACTIONS,SRL,1,S
1645,Update progress on learning action,PHASE #3 ACT,25:26.5,57012b6c-5b97-4217-9d49-9644bf190ef8,25:28.7,2,182,3.3 UPDATE_PROGRESS,SRL,0,S
1646,View own action comments in phase 3,PHASE #3 ACT,25:28.7,57012b6c-5b97-4217-9d49-9644bf190ef8,27:11.1,102,182,3.5 VIEW_DISCUSSION,Co-RL,0,S
1647,Discuss own actions during revisions,PHASE #3 ACT,27:11.1,57012b6c-5b97-4217-9d49-9644bf190ef8,58:44.4,1893,182,3.4 POST_COMMENT,Co-RL,0,S
1648,Visit Revise the work page,PHASE #3 ACT,58:57.1,57012b6c-5b97-4217-9d49-9644bf190ef8,58:59.1,1,183,3.1 VISIT_REVISION,SRL,0,S
1649,Click to view planned actions on Revise the work page,PHASE #3 ACT,58:59.1,57012b6c-5b97-4217-9d49-9644bf190ef8,59:09.1,9,183,3.2 VIEW_ACTIONS,SRL,1,S
1650,View peer action comments in phase 3,PHASE #3 ACT,59:09.1,57012b6c-5b97-4217-9d49-9644bf190ef8,00:29.7,80,183,RWER16,Co-RL,0,P
1651,Discuss own actions during revisions,PHASE #3 ACT,00:29.7,57012b6c-5b97-4217-9d49-9644bf190ef8,04:48.0,258,183,3.4 POST_COMMENT,Co-RL,0,S
1652,Visit Guide peer page,PHASE #3 ACT,04:58.3,57012b6c-5b97-4217-9d49-9644bf190ef8,05:03.4,5,183,RWER15,Co-RL,1,P
1653,View peer action comments in phase 3,PHASE #3 ACT,05:03.4,57012b6c-5b97-4217-9d49-9644bf190ef8,05:05.9,2,183,RWER16,Co-RL,0,P
1654,View peer action comments in phase 3,PHASE #3 ACT,05:05.9,57012b6c-5b97-4217-9d49-9644bf190ef8,05:09.3,3,183,RWER16,Co-RL,0,P
1655,View peer action comments in phase 3,PHASE #3 ACT,05:09.3,57012b6c-5b97-4217-9d49-9644bf190ef8,05:11.4,2,183,RWER16,Co-RL,0,P
1656,View peer action comments in phase 3,PHASE #3 ACT,05:11.4,57012b6c-5b97-4217-9d49-9644bf190ef8,05:13.5,2,183,RWER16,Co-RL,0,P
1657,View peer action comments in phase 3,PHASE #3 ACT,05:13.5,57012b6c-5b97-4217-9d49-9644bf190ef8,05:18.7,5,183,RWER16,Co-RL,0,P
1658,Visit Guide peer page,PHASE #3 ACT,05:43.9,57012b6c-5b97-4217-9d49-9644bf190ef8,05:52.0,8,183,RWER15,Co-RL,1,P
1659,Visit Assess own work page,PHASE #1 ALIGN,35:27.5,57012b6c-5b97-4217-9d49-9644bf190ef8,35:35.3,7,184,1.1 VISIT_SELF_ASSESS,SSRL,0,S
1660,Compare scores for own work,PHASE #1 ALIGN,35:35.3,57012b6c-5b97-4217-9d49-9644bf190ef8,35:41.1,5,184,1.3 COMPARE_SCORES,SSRL,1,S
1661,Compare scores for own work,PHASE #1 ALIGN,35:41.1,57012b6c-5b97-4217-9d49-9644bf190ef8,35:47.3,6,184,1.3 COMPARE_SCORES,SSRL,1,S
1662,Compare scores for own work,PHASE #1 ALIGN,35:47.3,57012b6c-5b97-4217-9d49-9644bf190ef8,35:54.7,7,184,1.3 COMPARE_SCORES,SSRL,1,S
1663,Compare scores for own work,PHASE #1 ALIGN,35:54.7,57012b6c-5b97-4217-9d49-9644bf190ef8,35:58.9,4,184,1.3 COMPARE_SCORES,SSRL,1,S
1664,Compare scores for own work,PHASE #1 ALIGN,35:58.9,57012b6c-5b97-4217-9d49-9644bf190ef8,36:07.8,8,184,1.3 COMPARE_SCORES,SSRL,1,S
1665,Visit Check the feedback page,PHASE #2 DISCUSS,36:09.4,57012b6c-5b97-4217-9d49-9644bf190ef8,36:18.3,8,184,2.1 VISIT_FEEDBACK,SRL,0,S
1666,Visit Check the feedback page,PHASE #2 DISCUSS,36:23.9,57012b6c-5b97-4217-9d49-9644bf190ef8,36:26.6,2,184,2.1 VISIT_FEEDBACK,SRL,0,S
1667,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,36:26.6,57012b6c-5b97-4217-9d49-9644bf190ef8,36:32.7,6,184,2.4 VIEW_OWN_ACTIONS,SRL,0,S
1668,View own action comments in phase 2,PHASE #2 DISCUSS,36:32.7,57012b6c-5b97-4217-9d49-9644bf190ef8,36:41.2,8,184,2.6 VIEW_DISCUSSION,Co-RL,0,S
1669,View peer action comments in phase 2,PHASE #2 DISCUSS,36:41.2,57012b6c-5b97-4217-9d49-9644bf190ef8,37:19.4,38,184,RWER13,Co-RL,0,P
1670,Visit Revise the work page,PHASE #3 ACT,37:27.7,57012b6c-5b97-4217-9d49-9644bf190ef8,37:30.0,2,184,3.1 VISIT_REVISION,SRL,0,S
1671,Click to view planned actions on Revise the work page,PHASE #3 ACT,37:30.0,57012b6c-5b97-4217-9d49-9644bf190ef8,37:32.2,2,184,3.2 VIEW_ACTIONS,SRL,1,S
1672,View own action comments in phase 3,PHASE #3 ACT,37:32.2,57012b6c-5b97-4217-9d49-9644bf190ef8,37:35.0,2,184,3.5 VIEW_DISCUSSION,Co-RL,0,S
1673,View peer action comments in phase 3,PHASE #3 ACT,37:35.0,57012b6c-5b97-4217-9d49-9644bf190ef8,37:41.6,6,184,RWER16,Co-RL,0,P
1674,Visit Assess peer work page,PHASE #1 ALIGN,37:53.6,57012b6c-5b97-4217-9d49-9644bf190ef8,38:03.6,9,184,RWER1,SSRL,0,P
1675,Visit Assess peer work page,PHASE #1 ALIGN,38:27.4,57012b6c-5b97-4217-9d49-9644bf190ef8,38:31.4,3,184,RWER1,SSRL,0,P
1676,Visit Provide feedback page,PHASE #2 DISCUSS,50:25.7,57012b6c-5b97-4217-9d49-9644bf190ef8,50:46.0,20,184,RWER8,Co-RL,0,P
1677,Visit Provide feedback page,PHASE #2 DISCUSS,50:50.0,57012b6c-5b97-4217-9d49-9644bf190ef8,51:00.6,10,184,RWER8,Co-RL,0,P
1678,Visit Assess peer work page,PHASE #1 ALIGN,52:11.3,57012b6c-5b97-4217-9d49-9644bf190ef8,27:58.0,-1725854,184,RWER1,SSRL,0,P
1679,Visit Assess own work page,PHASE #1 ALIGN,58:03.6,5985a8da-6171-40b6-ad4f-e90829bacacc,58:10.8,7,184,1.1 VISIT_SELF_ASSESS,SSRL,0,S
1680,Visit Revise the work page,PHASE #3 ACT,58:14.7,5985a8da-6171-40b6-ad4f-e90829bacacc,58:17.0,2,184,3.1 VISIT_REVISION,SRL,0,S
1681,Visit Check the feedback page,PHASE #2 DISCUSS,58:19.3,5985a8da-6171-40b6-ad4f-e90829bacacc,58:25.6,6,184,2.1 VISIT_FEEDBACK,SRL,0,S
1682,Visit Assess peer work page,PHASE #1 ALIGN,59:56.9,5985a8da-6171-40b6-ad4f-e90829bacacc,00:50.6,53,184,RWER1,SSRL,0,P
1683,Visit Provide feedback page,PHASE #2 DISCUSS,00:55.2,5985a8da-6171-40b6-ad4f-e90829bacacc,02:21.3,86,184,RWER8,Co-RL,0,P
1684,Visit Assess own work page,PHASE #1 ALIGN,29:32.0,5985a8da-6171-40b6-ad4f-e90829bacacc,57:02.8,1650,185,1.1 VISIT_SELF_ASSESS,SSRL,0,S
1685,Visit Check the feedback page,PHASE #2 DISCUSS,00:18.0,5985a8da-6171-40b6-ad4f-e90829bacacc,00:23.0,4,187,2.1 VISIT_FEEDBACK,SRL,0,S
1686,Visit Check the feedback page,PHASE #2 DISCUSS,00:28.9,5985a8da-6171-40b6-ad4f-e90829bacacc,00:37.0,8,187,2.1 VISIT_FEEDBACK,SRL,0,S
1687,Visit Assess own work page,PHASE #1 ALIGN,00:40.0,5985a8da-6171-40b6-ad4f-e90829bacacc,00:57.3,17,187,1.1 VISIT_SELF_ASSESS,SSRL,0,S
1688,Visit Check the feedback page,PHASE #2 DISCUSS,01:08.4,5985a8da-6171-40b6-ad4f-e90829bacacc,01:10.8,2,187,2.1 VISIT_FEEDBACK,SRL,0,S
1689,Visit Assess own work page,PHASE #1 ALIGN,01:13.5,5985a8da-6171-40b6-ad4f-e90829bacacc,01:38.9,25,187,1.1 VISIT_SELF_ASSESS,SSRL,0,S
1690,Visit Check the feedback page,PHASE #2 DISCUSS,01:44.1,5985a8da-6171-40b6-ad4f-e90829bacacc,01:56.4,12,187,2.1 VISIT_FEEDBACK,SRL,0,S
1691,Visit Assess own work page,PHASE #1 ALIGN,02:02.1,5985a8da-6171-40b6-ad4f-e90829bacacc,02:29.0,26,187,1.1 VISIT_SELF_ASSESS,SSRL,0,S
1692,Visit Revise the work page,PHASE #3 ACT,02:38.6,5985a8da-6171-40b6-ad4f-e90829bacacc,02:46.3,7,187,3.1 VISIT_REVISION,SRL,0,S
1693,Visit Assess peer work page,PHASE #1 ALIGN,02:52.8,5985a8da-6171-40b6-ad4f-e90829bacacc,17:31.7,878,187,RWER1,SSRL,0,P
1694,Make peer assessment,PHASE #1 ALIGN,17:31.7,5985a8da-6171-40b6-ad4f-e90829bacacc,27:19.8,588,187,RWER2,SSRL,0,P
1695,Make peer assessment,PHASE #1 ALIGN,27:19.8,5985a8da-6171-40b6-ad4f-e90829bacacc,29:41.4,141,187,RWER2,SSRL,0,P
1696,Make peer assessment,PHASE #1 ALIGN,29:41.4,5985a8da-6171-40b6-ad4f-e90829bacacc,30:28.1,46,187,RWER2,SSRL,0,P
1697,Make peer assessment,PHASE #1 ALIGN,30:28.1,5985a8da-6171-40b6-ad4f-e90829bacacc,30:29.2,1,187,RWER2,SSRL,0,P
1698,Make peer assessment,PHASE #1 ALIGN,30:29.2,5985a8da-6171-40b6-ad4f-e90829bacacc,31:02.7,33,187,RWER2,SSRL,0,P
1699,Make peer assessment,PHASE #1 ALIGN,31:02.7,5985a8da-6171-40b6-ad4f-e90829bacacc,31:45.5,42,187,RWER2,SSRL,0,P
1700,Compare scores for peers' work,PHASE #1 ALIGN,31:45.5,5985a8da-6171-40b6-ad4f-e90829bacacc,32:05.7,20,187,RWER3,SSRL,1,P
1701,Visit Assess peer work page,PHASE #1 ALIGN,32:11.3,5985a8da-6171-40b6-ad4f-e90829bacacc,32:24.5,13,187,RWER1,SSRL,0,P
1702,Visit Guide peer page,PHASE #3 ACT,32:27.6,5985a8da-6171-40b6-ad4f-e90829bacacc,53:03.0,84035,187,RWER15,Co-RL,1,P
1703,Visit Provide feedback page,PHASE #2 DISCUSS,53:06.0,5985a8da-6171-40b6-ad4f-e90829bacacc,53:17.4,11,188,RWER8,Co-RL,0,P
1704,Visit Provide feedback page,PHASE #2 DISCUSS,53:28.7,5985a8da-6171-40b6-ad4f-e90829bacacc,54:14.6,45,188,RWER8,Co-RL,0,P
1705,Visit Assess peer work page,PHASE #1 ALIGN,54:16.2,5985a8da-6171-40b6-ad4f-e90829bacacc,45:45.6,17489,188,RWER1,SSRL,0,P
1706,Visit Check the feedback page,PHASE #2 DISCUSS,45:50.5,5985a8da-6171-40b6-ad4f-e90829bacacc,46:45.5,54,189,2.1 VISIT_FEEDBACK,SRL,0,S
1707,Visit Assess own work page,PHASE #1 ALIGN,46:55.6,5985a8da-6171-40b6-ad4f-e90829bacacc,47:04.8,9,189,1.1 VISIT_SELF_ASSESS,SSRL,0,S
1708,Visit Check the feedback page,PHASE #2 DISCUSS,51:01.8,5985a8da-6171-40b6-ad4f-e90829bacacc,00:32.9,571,189,2.1 VISIT_FEEDBACK,SRL,0,S
1709,Visit Check the feedback page,PHASE #2 DISCUSS,01:22.2,5985a8da-6171-40b6-ad4f-e90829bacacc,02:23.8,61,189,2.1 VISIT_FEEDBACK,SRL,0,S
1710,Visit Check the feedback page,PHASE #2 DISCUSS,17:24.0,5985a8da-6171-40b6-ad4f-e90829bacacc,17:53.4,29,190,2.1 VISIT_FEEDBACK,SRL,0,S
1711,Visit Assess own work page,PHASE #1 ALIGN,18:09.2,5985a8da-6171-40b6-ad4f-e90829bacacc,22:59.5,290,190,1.1 VISIT_SELF_ASSESS,SSRL,0,S
1712,Visit Assess own work page,PHASE #1 ALIGN,10:09.0,5985a8da-6171-40b6-ad4f-e90829bacacc,10:14.3,5,191,1.1 VISIT_SELF_ASSESS,SSRL,0,S
1713,Visit Assess own work page,PHASE #1 ALIGN,36:26.9,5985a8da-6171-40b6-ad4f-e90829bacacc,37:01.2,34,192,1.1 VISIT_SELF_ASSESS,SSRL,0,S
1714,Make self-assessment,PHASE #1 ALIGN,37:01.2,5985a8da-6171-40b6-ad4f-e90829bacacc,37:28.3,27,192,1.2 MAKE_SELF_ASSESS,SSRL,0,S
1715,Make self-assessment,PHASE #1 ALIGN,37:28.3,5985a8da-6171-40b6-ad4f-e90829bacacc,37:55.1,26,192,1.2 MAKE_SELF_ASSESS,SSRL,0,S
1716,Make self-assessment,PHASE #1 ALIGN,37:55.1,5985a8da-6171-40b6-ad4f-e90829bacacc,38:15.7,20,192,1.2 MAKE_SELF_ASSESS,SSRL,0,S
1717,Make self-assessment,PHASE #1 ALIGN,38:15.7,5985a8da-6171-40b6-ad4f-e90829bacacc,39:58.8,103,192,1.2 MAKE_SELF_ASSESS,SSRL,0,S
1718,Make self-assessment,PHASE #1 ALIGN,39:58.8,5985a8da-6171-40b6-ad4f-e90829bacacc,40:07.0,8,192,1.2 MAKE_SELF_ASSESS,SSRL,0,S
1719,Compare scores for own work,PHASE #1 ALIGN,40:07.0,5985a8da-6171-40b6-ad4f-e90829bacacc,40:29.4,22,192,1.3 COMPARE_SCORES,SSRL,1,S
1720,Compare scores for own work,PHASE #1 ALIGN,40:29.4,5985a8da-6171-40b6-ad4f-e90829bacacc,40:48.0,18,192,1.3 COMPARE_SCORES,SSRL,1,S
1721,Compare scores for own work,PHASE #1 ALIGN,40:48.0,5985a8da-6171-40b6-ad4f-e90829bacacc,41:05.5,17,192,1.3 COMPARE_SCORES,SSRL,1,S
1722,Make self-assessment,PHASE #1 ALIGN,41:05.5,5985a8da-6171-40b6-ad4f-e90829bacacc,41:23.3,17,192,1.2 MAKE_SELF_ASSESS,SSRL,0,S
1723,Compare scores for own work,PHASE #1 ALIGN,41:23.3,5985a8da-6171-40b6-ad4f-e90829bacacc,42:26.5,63,192,1.3 COMPARE_SCORES,SSRL,1,S
1724,Visit Check the feedback page,PHASE #2 DISCUSS,42:29.3,5985a8da-6171-40b6-ad4f-e90829bacacc,42:47.5,18,192,2.1 VISIT_FEEDBACK,SRL,0,S
